PING 192.168.10.100 (192.168.10.100) 56(84) bytes of data.
64 bytes from 192.168.10.100: icmp_seq=50 ttl=64 time=0.121 ms
64 bytes from 192.168.10.100: icmp_seq=51 ttl=64 time=0.600 ms
64 bytes from 192.168.10.100: icmp_seq=52 ttl=64 time=0.458 ms
64 bytes from 192.168.10.100: icmp_seq=53 ttl=64 time=0.167 ms
64 bytes from 192.168.10.100: icmp_seq=54 ttl=64 time=0.108 ms
64 bytes from 192.168.10.100: icmp_seq=55 ttl=64 time=0.457 ms
64 bytes from 192.168.10.100: icmp_seq=56 ttl=64 time=0.114 ms
64 bytes from 192.168.10.100: icmp_seq=57 ttl=64 time=0.815 ms
64 bytes from 192.168.10.100: icmp_seq=58 ttl=64 time=0.432 ms
64 bytes from 192.168.10.100: icmp_seq=59 ttl=64 time=0.098 ms
64 bytes from 192.168.10.100: icmp_seq=60 ttl=64 time=0.268 ms
64 bytes from 192.168.10.100: icmp_seq=61 ttl=64 time=0.301 ms
64 bytes from 192.168.10.100: icmp_seq=62 ttl=64 time=0.303 ms
64 bytes from 192.168.10.100: icmp_seq=63 ttl=64 time=0.442 ms
64 bytes from 192.168.10.100: icmp_seq=64 ttl=64 time=0.266 ms
64 bytes from 192.168.10.100: icmp_seq=65 ttl=64 time=0.112 ms
64 bytes from 192.168.10.100: icmp_seq=66 ttl=64 time=0.092 ms
64 bytes from 192.168.10.100: icmp_seq=67 ttl=64 time=0.099 ms
64 bytes from 192.168.10.100: icmp_seq=68 ttl=64 time=0.302 ms
64 bytes from 192.168.10.100: icmp_seq=69 ttl=64 time=0.247 ms
64 bytes from 192.168.10.100: icmp_seq=70 ttl=64 time=0.094 ms
64 bytes from 192.168.10.100: icmp_seq=71 ttl=64 time=0.277 ms
64 bytes from 192.168.10.100: icmp_seq=72 ttl=64 time=0.111 ms
64 bytes from 192.168.10.100: icmp_seq=73 ttl=64 time=0.334 ms
64 bytes from 192.168.10.100: icmp_seq=74 ttl=64 time=0.112 ms
64 bytes from 192.168.10.100: icmp_seq=75 ttl=64 time=0.089 ms
64 bytes from 192.168.10.100: icmp_seq=76 ttl=64 time=0.444 ms
64 bytes from 192.168.10.100: icmp_seq=77 ttl=64 time=0.237 ms
64 bytes from 192.168.10.100: icmp_seq=78 ttl=64 time=0.309 ms
64 bytes from 192.168.10.100: icmp_seq=79 ttl=64 time=0.112 ms
64 bytes from 192.168.10.100: icmp_seq=80 ttl=64 time=0.420 ms
64 bytes from 192.168.10.100: icmp_seq=81 ttl=64 time=0.221 ms
64 bytes from 192.168.10.100: icmp_seq=82 ttl=64 time=0.070 ms
64 bytes from 192.168.10.100: icmp_seq=83 ttl=64 time=0.248 ms
64 bytes from 192.168.10.100: icmp_seq=97 ttl=64 time=1.15 ms
64 bytes from 192.168.10.100: icmp_seq=98 ttl=64 time=0.445 ms
64 bytes from 192.168.10.100: icmp_seq=99 ttl=64 time=0.108 ms
64 bytes from 192.168.10.100: icmp_seq=100 ttl=64 time=0.109 ms
64 bytes from 192.168.10.100: icmp_seq=101 ttl=64 time=0.200 ms
64 bytes from 192.168.10.100: icmp_seq=102 ttl=64 time=0.178 ms
64 bytes from 192.168.10.100: icmp_seq=103 ttl=64 time=0.329 ms
64 bytes from 192.168.10.100: icmp_seq=104 ttl=64 time=0.102 ms
64 bytes from 192.168.10.100: icmp_seq=105 ttl=64 time=0.329 ms
64 bytes from 192.168.10.100: icmp_seq=106 ttl=64 time=0.083 ms
64 bytes from 192.168.10.100: icmp_seq=107 ttl=64 time=0.087 ms
64 bytes from 192.168.10.100: icmp_seq=108 ttl=64 time=0.355 ms
64 bytes from 192.168.10.100: icmp_seq=109 ttl=64 time=0.116 ms
64 bytes from 192.168.10.100: icmp_seq=110 ttl=64 time=0.277 ms
64 bytes from 192.168.10.100: icmp_seq=111 ttl=64 time=0.116 ms
64 bytes from 192.168.10.100: icmp_seq=112 ttl=64 time=0.630 ms
64 bytes from 192.168.10.100: icmp_seq=113 ttl=64 time=0.225 ms
64 bytes from 192.168.10.100: icmp_seq=114 ttl=64 time=0.226 ms
64 bytes from 192.168.10.100: icmp_seq=115 ttl=64 time=0.267 ms
64 bytes from 192.168.10.100: icmp_seq=116 ttl=64 time=0.359 ms
64 bytes from 192.168.10.100: icmp_seq=117 ttl=64 time=0.281 ms
64 bytes from 192.168.10.100: icmp_seq=118 ttl=64 time=0.229 ms
64 bytes from 192.168.10.100: icmp_seq=119 ttl=64 time=0.401 ms
64 bytes from 192.168.10.100: icmp_seq=120 ttl=64 time=0.152 ms

--- 192.168.10.100 ping statistics ---
120 packets transmitted, 107 received, 10.8333% packet loss, time 121824ms
rtt min/avg/max/mdev = 0.070/0.281/2.941/0.313 ms
