PING 192.168.10.100 (192.168.10.100) 56(84) bytes of data.
64 bytes from 192.168.10.100: icmp_seq=50 ttl=64 time=0.785 ms
64 bytes from 192.168.10.100: icmp_seq=51 ttl=64 time=0.652 ms
64 bytes from 192.168.10.100: icmp_seq=52 ttl=64 time=0.316 ms
64 bytes from 192.168.10.100: icmp_seq=53 ttl=64 time=0.184 ms
64 bytes from 192.168.10.100: icmp_seq=54 ttl=64 time=0.130 ms
64 bytes from 192.168.10.100: icmp_seq=55 ttl=64 time=0.226 ms
64 bytes from 192.168.10.100: icmp_seq=56 ttl=64 time=0.168 ms
64 bytes from 192.168.10.100: icmp_seq=57 ttl=64 time=0.381 ms
64 bytes from 192.168.10.100: icmp_seq=58 ttl=64 time=0.081 ms
64 bytes from 192.168.10.100: icmp_seq=59 ttl=64 time=0.854 ms
64 bytes from 192.168.10.100: icmp_seq=60 ttl=64 time=0.326 ms
64 bytes from 192.168.10.100: icmp_seq=61 ttl=64 time=0.343 ms
64 bytes from 192.168.10.100: icmp_seq=62 ttl=64 time=0.091 ms
64 bytes from 192.168.10.100: icmp_seq=63 ttl=64 time=0.102 ms
64 bytes from 192.168.10.100: icmp_seq=64 ttl=64 time=0.199 ms
64 bytes from 192.168.10.100: icmp_seq=65 ttl=64 time=0.273 ms
64 bytes from 192.168.10.100: icmp_seq=66 ttl=64 time=0.203 ms
64 bytes from 192.168.10.100: icmp_seq=67 ttl=64 time=0.090 ms
64 bytes from 192.168.10.100: icmp_seq=68 ttl=64 time=0.376 ms
64 bytes from 192.168.10.100: icmp_seq=69 ttl=64 time=0.120 ms
64 bytes from 192.168.10.100: icmp_seq=70 ttl=64 time=0.147 ms
64 bytes from 192.168.10.100: icmp_seq=71 ttl=64 time=0.219 ms
64 bytes from 192.168.10.100: icmp_seq=72 ttl=64 time=0.500 ms
64 bytes from 192.168.10.100: icmp_seq=73 ttl=64 time=0.287 ms
64 bytes from 192.168.10.100: icmp_seq=74 ttl=64 time=0.114 ms
64 bytes from 192.168.10.100: icmp_seq=75 ttl=64 time=0.235 ms
64 bytes from 192.168.10.100: icmp_seq=76 ttl=64 time=1.70 ms
64 bytes from 192.168.10.100: icmp_seq=77 ttl=64 time=0.257 ms
64 bytes from 192.168.10.100: icmp_seq=78 ttl=64 time=0.619 ms
64 bytes from 192.168.10.100: icmp_seq=79 ttl=64 time=0.093 ms
64 bytes from 192.168.10.100: icmp_seq=80 ttl=64 time=0.436 ms
64 bytes from 192.168.10.100: icmp_seq=81 ttl=64 time=0.135 ms
64 bytes from 192.168.10.100: icmp_seq=82 ttl=64 time=0.574 ms
64 bytes from 192.168.10.100: icmp_seq=83 ttl=64 time=0.562 ms
64 bytes from 192.168.10.100: icmp_seq=84 ttl=64 time=0.478 ms
64 bytes from 192.168.10.100: icmp_seq=85 ttl=64 time=0.155 ms
64 bytes from 192.168.10.100: icmp_seq=86 ttl=64 time=0.247 ms
64 bytes from 192.168.10.100: icmp_seq=87 ttl=64 time=0.384 ms
64 bytes from 192.168.10.100: icmp_seq=101 ttl=64 time=1.39 ms
64 bytes from 192.168.10.100: icmp_seq=102 ttl=64 time=0.356 ms
64 bytes from 192.168.10.100: icmp_seq=103 ttl=64 time=0.076 ms
64 bytes from 192.168.10.100: icmp_seq=104 ttl=64 time=0.178 ms
64 bytes from 192.168.10.100: icmp_seq=105 ttl=64 time=0.166 ms
64 bytes from 192.168.10.100: icmp_seq=106 ttl=64 time=0.105 ms
64 bytes from 192.168.10.100: icmp_seq=107 ttl=64 time=0.347 ms
64 bytes from 192.168.10.100: icmp_seq=108 ttl=64 time=0.192 ms
64 bytes from 192.168.10.100: icmp_seq=109 ttl=64 time=0.244 ms
64 bytes from 192.168.10.100: icmp_seq=110 ttl=64 time=0.105 ms
64 bytes from 192.168.10.100: icmp_seq=111 ttl=64 time=0.301 ms
64 bytes from 192.168.10.100: icmp_seq=112 ttl=64 time=0.227 ms
64 bytes from 192.168.10.100: icmp_seq=113 ttl=64 time=0.190 ms
64 bytes from 192.168.10.100: icmp_seq=114 ttl=64 time=0.246 ms
64 bytes from 192.168.10.100: icmp_seq=115 ttl=64 time=0.104 ms
64 bytes from 192.168.10.100: icmp_seq=116 ttl=64 time=0.250 ms
64 bytes from 192.168.10.100: icmp_seq=117 ttl=64 time=0.233 ms
64 bytes from 192.168.10.100: icmp_seq=118 ttl=64 time=0.579 ms
64 bytes from 192.168.10.100: icmp_seq=119 ttl=64 time=0.245 ms
64 bytes from 192.168.10.100: icmp_seq=120 ttl=64 time=0.401 ms

--- 192.168.10.100 ping statistics ---
120 packets transmitted, 105 received, 12.5% packet loss, time 121780ms
rtt min/avg/max/mdev = 0.076/0.348/3.863/0.424 ms
