PING 192.168.10.100 (192.168.10.100) 56(84) bytes of data.
64 bytes from 192.168.10.100: icmp_seq=70 ttl=64 time=0.296 ms
64 bytes from 192.168.10.100: icmp_seq=71 ttl=64 time=0.335 ms
64 bytes from 192.168.10.100: icmp_seq=72 ttl=64 time=0.155 ms
64 bytes from 192.168.10.100: icmp_seq=73 ttl=64 time=0.290 ms
64 bytes from 192.168.10.100: icmp_seq=74 ttl=64 time=0.193 ms
64 bytes from 192.168.10.100: icmp_seq=75 ttl=64 time=0.174 ms
64 bytes from 192.168.10.100: icmp_seq=76 ttl=64 time=0.209 ms
64 bytes from 192.168.10.100: icmp_seq=77 ttl=64 time=0.222 ms
64 bytes from 192.168.10.100: icmp_seq=78 ttl=64 time=0.410 ms
64 bytes from 192.168.10.100: icmp_seq=79 ttl=64 time=0.207 ms
64 bytes from 192.168.10.100: icmp_seq=94 ttl=64 time=4.09 ms
64 bytes from 192.168.10.100: icmp_seq=95 ttl=64 time=0.903 ms
64 bytes from 192.168.10.100: icmp_seq=96 ttl=64 time=0.286 ms
64 bytes from 192.168.10.100: icmp_seq=97 ttl=64 time=0.278 ms
64 bytes from 192.168.10.100: icmp_seq=98 ttl=64 time=0.292 ms
64 bytes from 192.168.10.100: icmp_seq=99 ttl=64 time=0.291 ms
64 bytes from 192.168.10.100: icmp_seq=100 ttl=64 time=0.231 ms
64 bytes from 192.168.10.100: icmp_seq=101 ttl=64 time=0.270 ms
64 bytes from 192.168.10.100: icmp_seq=102 ttl=64 time=0.305 ms
64 bytes from 192.168.10.100: icmp_seq=103 ttl=64 time=0.187 ms
64 bytes from 192.168.10.100: icmp_seq=104 ttl=64 time=0.167 ms
64 bytes from 192.168.10.100: icmp_seq=105 ttl=64 time=0.151 ms
64 bytes from 192.168.10.100: icmp_seq=106 ttl=64 time=0.286 ms
64 bytes from 192.168.10.100: icmp_seq=107 ttl=64 time=0.164 ms
64 bytes from 192.168.10.100: icmp_seq=108 ttl=64 time=0.163 ms
64 bytes from 192.168.10.100: icmp_seq=109 ttl=64 time=0.148 ms
64 bytes from 192.168.10.100: icmp_seq=110 ttl=64 time=0.178 ms
64 bytes from 192.168.10.100: icmp_seq=111 ttl=64 time=0.147 ms
64 bytes from 192.168.10.100: icmp_seq=112 ttl=64 time=0.147 ms
64 bytes from 192.168.10.100: icmp_seq=113 ttl=64 time=0.147 ms
64 bytes from 192.168.10.100: icmp_seq=114 ttl=64 time=0.158 ms
64 bytes from 192.168.10.100: icmp_seq=115 ttl=64 time=0.146 ms
64 bytes from 192.168.10.100: icmp_seq=116 ttl=64 time=0.149 ms
64 bytes from 192.168.10.100: icmp_seq=117 ttl=64 time=0.198 ms
64 bytes from 192.168.10.100: icmp_seq=118 ttl=64 time=0.162 ms
64 bytes from 192.168.10.100: icmp_seq=119 ttl=64 time=0.150 ms
64 bytes from 192.168.10.100: icmp_seq=120 ttl=64 time=0.173 ms

--- 192.168.10.100 ping statistics ---
120 packets transmitted, 103 received, 14.1667% packet loss, time 121763ms
rtt min/avg/max/mdev = 0.146/0.353/4.091/0.524 ms
