PING 192.168.10.100 (192.168.10.100) 56(84) bytes of data.
64 bytes from 192.168.10.100: icmp_seq=67 ttl=64 time=0.156 ms
64 bytes from 192.168.10.100: icmp_seq=68 ttl=64 time=0.166 ms
64 bytes from 192.168.10.100: icmp_seq=69 ttl=64 time=0.179 ms
64 bytes from 192.168.10.100: icmp_seq=70 ttl=64 time=0.155 ms
64 bytes from 192.168.10.100: icmp_seq=71 ttl=64 time=0.172 ms
64 bytes from 192.168.10.100: icmp_seq=72 ttl=64 time=0.310 ms
64 bytes from 192.168.10.100: icmp_seq=73 ttl=64 time=0.248 ms
64 bytes from 192.168.10.100: icmp_seq=74 ttl=64 time=0.284 ms
64 bytes from 192.168.10.100: icmp_seq=75 ttl=64 time=0.276 ms
64 bytes from 192.168.10.100: icmp_seq=76 ttl=64 time=0.334 ms
64 bytes from 192.168.10.100: icmp_seq=77 ttl=64 time=0.189 ms
64 bytes from 192.168.10.100: icmp_seq=78 ttl=64 time=0.152 ms
64 bytes from 192.168.10.100: icmp_seq=93 ttl=64 time=4.58 ms
64 bytes from 192.168.10.100: icmp_seq=94 ttl=64 time=1.08 ms
64 bytes from 192.168.10.100: icmp_seq=95 ttl=64 time=0.384 ms
64 bytes from 192.168.10.100: icmp_seq=96 ttl=64 time=0.219 ms
64 bytes from 192.168.10.100: icmp_seq=97 ttl=64 time=0.266 ms
64 bytes from 192.168.10.100: icmp_seq=98 ttl=64 time=0.883 ms
64 bytes from 192.168.10.100: icmp_seq=99 ttl=64 time=0.296 ms
64 bytes from 192.168.10.100: icmp_seq=100 ttl=64 time=0.299 ms
64 bytes from 192.168.10.100: icmp_seq=101 ttl=64 time=0.286 ms
64 bytes from 192.168.10.100: icmp_seq=102 ttl=64 time=0.282 ms
64 bytes from 192.168.10.100: icmp_seq=103 ttl=64 time=0.317 ms
64 bytes from 192.168.10.100: icmp_seq=104 ttl=64 time=0.291 ms
64 bytes from 192.168.10.100: icmp_seq=105 ttl=64 time=0.294 ms
64 bytes from 192.168.10.100: icmp_seq=106 ttl=64 time=0.294 ms
64 bytes from 192.168.10.100: icmp_seq=107 ttl=64 time=0.277 ms
64 bytes from 192.168.10.100: icmp_seq=108 ttl=64 time=0.293 ms
64 bytes from 192.168.10.100: icmp_seq=109 ttl=64 time=0.308 ms
64 bytes from 192.168.10.100: icmp_seq=110 ttl=64 time=0.250 ms
64 bytes from 192.168.10.100: icmp_seq=111 ttl=64 time=0.275 ms
64 bytes from 192.168.10.100: icmp_seq=112 ttl=64 time=0.283 ms
64 bytes from 192.168.10.100: icmp_seq=113 ttl=64 time=0.224 ms
64 bytes from 192.168.10.100: icmp_seq=114 ttl=64 time=0.282 ms
64 bytes from 192.168.10.100: icmp_seq=115 ttl=64 time=0.273 ms
64 bytes from 192.168.10.100: icmp_seq=116 ttl=64 time=0.304 ms
64 bytes from 192.168.10.100: icmp_seq=117 ttl=64 time=0.307 ms
64 bytes from 192.168.10.100: icmp_seq=118 ttl=64 time=0.286 ms
64 bytes from 192.168.10.100: icmp_seq=119 ttl=64 time=0.288 ms
64 bytes from 192.168.10.100: icmp_seq=120 ttl=64 time=0.332 ms

--- 192.168.10.100 ping statistics ---
120 packets transmitted, 104 received, 13.3333% packet loss, time 121781ms
rtt min/avg/max/mdev = 0.152/0.370/4.578/0.548 ms
