PING 192.168.10.100 (192.168.10.100) 56(84) bytes of data.
64 bytes from 192.168.10.100: icmp_seq=42 ttl=64 time=0.266 ms
64 bytes from 192.168.10.100: icmp_seq=43 ttl=64 time=0.283 ms
64 bytes from 192.168.10.100: icmp_seq=44 ttl=64 time=0.301 ms
64 bytes from 192.168.10.100: icmp_seq=45 ttl=64 time=0.289 ms
64 bytes from 192.168.10.100: icmp_seq=46 ttl=64 time=0.349 ms
64 bytes from 192.168.10.100: icmp_seq=47 ttl=64 time=0.283 ms
64 bytes from 192.168.10.100: icmp_seq=48 ttl=64 time=0.305 ms
64 bytes from 192.168.10.100: icmp_seq=49 ttl=64 time=0.273 ms
64 bytes from 192.168.10.100: icmp_seq=50 ttl=64 time=0.308 ms
64 bytes from 192.168.10.100: icmp_seq=51 ttl=64 time=0.412 ms
64 bytes from 192.168.10.100: icmp_seq=52 ttl=64 time=0.218 ms
64 bytes from 192.168.10.100: icmp_seq=53 ttl=64 time=0.305 ms
64 bytes from 192.168.10.100: icmp_seq=54 ttl=64 time=0.262 ms
64 bytes from 192.168.10.100: icmp_seq=55 ttl=64 time=0.283 ms
64 bytes from 192.168.10.100: icmp_seq=56 ttl=64 time=0.284 ms
64 bytes from 192.168.10.100: icmp_seq=57 ttl=64 time=0.319 ms
64 bytes from 192.168.10.100: icmp_seq=58 ttl=64 time=0.305 ms
64 bytes from 192.168.10.100: icmp_seq=59 ttl=64 time=0.329 ms
64 bytes from 192.168.10.100: icmp_seq=60 ttl=64 time=0.290 ms
64 bytes from 192.168.10.100: icmp_seq=61 ttl=64 time=0.361 ms
64 bytes from 192.168.10.100: icmp_seq=62 ttl=64 time=0.222 ms
64 bytes from 192.168.10.100: icmp_seq=63 ttl=64 time=0.412 ms
64 bytes from 192.168.10.100: icmp_seq=64 ttl=64 time=0.284 ms
64 bytes from 192.168.10.100: icmp_seq=65 ttl=64 time=0.296 ms
64 bytes from 192.168.10.100: icmp_seq=66 ttl=64 time=0.201 ms
64 bytes from 192.168.10.100: icmp_seq=67 ttl=64 time=0.273 ms
64 bytes from 192.168.10.100: icmp_seq=68 ttl=64 time=0.444 ms
64 bytes from 192.168.10.100: icmp_seq=69 ttl=64 time=0.218 ms
64 bytes from 192.168.10.100: icmp_seq=70 ttl=64 time=0.318 ms
64 bytes from 192.168.10.100: icmp_seq=71 ttl=64 time=0.256 ms
64 bytes from 192.168.10.100: icmp_seq=72 ttl=64 time=0.160 ms
64 bytes from 192.168.10.100: icmp_seq=73 ttl=64 time=0.306 ms
64 bytes from 192.168.10.100: icmp_seq=74 ttl=64 time=0.153 ms
64 bytes from 192.168.10.100: icmp_seq=75 ttl=64 time=0.163 ms
64 bytes from 192.168.10.100: icmp_seq=76 ttl=64 time=0.153 ms
64 bytes from 192.168.10.100: icmp_seq=77 ttl=64 time=0.171 ms
64 bytes from 192.168.10.100: icmp_seq=78 ttl=64 time=0.160 ms
64 bytes from 192.168.10.100: icmp_seq=92 ttl=64 time=3.65 ms
64 bytes from 192.168.10.100: icmp_seq=93 ttl=64 time=1.08 ms
64 bytes from 192.168.10.100: icmp_seq=94 ttl=64 time=0.313 ms
64 bytes from 192.168.10.100: icmp_seq=95 ttl=64 time=0.441 ms
64 bytes from 192.168.10.100: icmp_seq=96 ttl=64 time=0.302 ms
64 bytes from 192.168.10.100: icmp_seq=97 ttl=64 time=0.399 ms
64 bytes from 192.168.10.100: icmp_seq=98 ttl=64 time=0.153 ms
64 bytes from 192.168.10.100: icmp_seq=99 ttl=64 time=0.142 ms
64 bytes from 192.168.10.100: icmp_seq=100 ttl=64 time=0.181 ms
64 bytes from 192.168.10.100: icmp_seq=101 ttl=64 time=0.193 ms
64 bytes from 192.168.10.100: icmp_seq=102 ttl=64 time=0.163 ms
64 bytes from 192.168.10.100: icmp_seq=103 ttl=64 time=0.268 ms
64 bytes from 192.168.10.100: icmp_seq=104 ttl=64 time=0.223 ms
64 bytes from 192.168.10.100: icmp_seq=105 ttl=64 time=0.342 ms
64 bytes from 192.168.10.100: icmp_seq=106 ttl=64 time=0.294 ms
64 bytes from 192.168.10.100: icmp_seq=107 ttl=64 time=0.515 ms
64 bytes from 192.168.10.100: icmp_seq=108 ttl=64 time=0.276 ms
64 bytes from 192.168.10.100: icmp_seq=109 ttl=64 time=0.344 ms
64 bytes from 192.168.10.100: icmp_seq=110 ttl=64 time=0.286 ms
64 bytes from 192.168.10.100: icmp_seq=111 ttl=64 time=0.298 ms
64 bytes from 192.168.10.100: icmp_seq=112 ttl=64 time=0.341 ms
64 bytes from 192.168.10.100: icmp_seq=113 ttl=64 time=0.294 ms
64 bytes from 192.168.10.100: icmp_seq=114 ttl=64 time=0.302 ms
64 bytes from 192.168.10.100: icmp_seq=115 ttl=64 time=0.331 ms
64 bytes from 192.168.10.100: icmp_seq=116 ttl=64 time=0.278 ms
64 bytes from 192.168.10.100: icmp_seq=117 ttl=64 time=0.339 ms
64 bytes from 192.168.10.100: icmp_seq=118 ttl=64 time=0.184 ms
64 bytes from 192.168.10.100: icmp_seq=119 ttl=64 time=0.210 ms
64 bytes from 192.168.10.100: icmp_seq=120 ttl=64 time=0.162 ms

--- 192.168.10.100 ping statistics ---
120 packets transmitted, 106 received, 11.6667% packet loss, time 121723ms
rtt min/avg/max/mdev = 0.142/0.353/3.821/0.486 ms
