PING 192.168.10.100 (192.168.10.100) 56(84) bytes of data.
64 bytes from 192.168.10.100: icmp_seq=115 ttl=64 time=0.371 ms
64 bytes from 192.168.10.100: icmp_seq=116 ttl=64 time=0.354 ms
64 bytes from 192.168.10.100: icmp_seq=117 ttl=64 time=0.209 ms
64 bytes from 192.168.10.100: icmp_seq=118 ttl=64 time=0.152 ms
64 bytes from 192.168.10.100: icmp_seq=119 ttl=64 time=0.194 ms
64 bytes from 192.168.10.100: icmp_seq=120 ttl=64 time=0.150 ms

--- 192.168.10.100 ping statistics ---
120 packets transmitted, 106 received, 11.6667% packet loss, time 121746ms
rtt min/avg/max/mdev = 0.150/0.358/4.300/0.550 ms
