PING 192.168.10.100 (192.168.10.100) 56(84) bytes of data.
64 bytes from 192.168.10.100: icmp_seq=66 ttl=64 time=0.362 ms
64 bytes from 192.168.10.100: icmp_seq=67 ttl=64 time=0.288 ms
64 bytes from 192.168.10.100: icmp_seq=68 ttl=64 time=0.294 ms
64 bytes from 192.168.10.100: icmp_seq=69 ttl=64 time=0.310 ms
64 bytes from 192.168.10.100: icmp_seq=70 ttl=64 time=0.290 ms
64 bytes from 192.168.10.100: icmp_seq=71 ttl=64 time=0.452 ms
64 bytes from 192.168.10.100: icmp_seq=72 ttl=64 time=0.283 ms
64 bytes from 192.168.10.100: icmp_seq=73 ttl=64 time=0.317 ms
64 bytes from 192.168.10.100: icmp_seq=74 ttl=64 time=0.279 ms
64 bytes from 192.168.10.100: icmp_seq=75 ttl=64 time=0.303 ms
64 bytes from 192.168.10.100: icmp_seq=76 ttl=64 time=0.302 ms
64 bytes from 192.168.10.100: icmp_seq=77 ttl=64 time=0.279 ms
64 bytes from 192.168.10.100: icmp_seq=78 ttl=64 time=0.292 ms
64 bytes from 192.168.10.100: icmp_seq=79 ttl=64 time=0.323 ms
64 bytes from 192.168.10.100: icmp_seq=80 ttl=64 time=0.219 ms
64 bytes from 192.168.10.100: icmp_seq=81 ttl=64 time=0.241 ms
64 bytes from 192.168.10.100: icmp_seq=82 ttl=64 time=0.218 ms
64 bytes from 192.168.10.100: icmp_seq=83 ttl=64 time=0.225 ms
64 bytes from 192.168.10.100: icmp_seq=84 ttl=64 time=0.229 ms
64 bytes from 192.168.10.100: icmp_seq=85 ttl=64 time=0.216 ms
64 bytes from 192.168.10.100: icmp_seq=86 ttl=64 time=0.252 ms
64 bytes from 192.168.10.100: icmp_seq=87 ttl=64 time=0.228 ms
64 bytes from 192.168.10.100: icmp_seq=101 ttl=64 time=3.76 ms
64 bytes from 192.168.10.100: icmp_seq=102 ttl=64 time=1.09 ms
64 bytes from 192.168.10.100: icmp_seq=103 ttl=64 time=0.304 ms
64 bytes from 192.168.10.100: icmp_seq=104 ttl=64 time=0.229 ms
64 bytes from 192.168.10.100: icmp_seq=105 ttl=64 time=0.383 ms
64 bytes from 192.168.10.100: icmp_seq=106 ttl=64 time=0.342 ms
64 bytes from 192.168.10.100: icmp_seq=107 ttl=64 time=0.293 ms
64 bytes from 192.168.10.100: icmp_seq=108 ttl=64 time=0.191 ms
64 bytes from 192.168.10.100: icmp_seq=109 ttl=64 time=0.162 ms
64 bytes from 192.168.10.100: icmp_seq=110 ttl=64 time=0.244 ms
64 bytes from 192.168.10.100: icmp_seq=111 ttl=64 time=0.206 ms
64 bytes from 192.168.10.100: icmp_seq=112 ttl=64 time=0.222 ms
64 bytes from 192.168.10.100: icmp_seq=113 ttl=64 time=0.241 ms
64 bytes from 192.168.10.100: icmp_seq=114 ttl=64 time=0.283 ms
64 bytes from 192.168.10.100: icmp_seq=115 ttl=64 time=0.309 ms
64 bytes from 192.168.10.100: icmp_seq=116 ttl=64 time=0.296 ms
64 bytes from 192.168.10.100: icmp_seq=117 ttl=64 time=0.300 ms
64 bytes from 192.168.10.100: icmp_seq=118 ttl=64 time=0.356 ms
64 bytes from 192.168.10.100: icmp_seq=119 ttl=64 time=0.258 ms
64 bytes from 192.168.10.100: icmp_seq=120 ttl=64 time=0.379 ms

--- 192.168.10.100 ping statistics ---
120 packets transmitted, 105 received, 12.5% packet loss, time 121745ms
rtt min/avg/max/mdev = 0.162/0.375/3.998/0.506 ms
