PING 192.168.10.100 (192.168.10.100) 56(84) bytes of data.
64 bytes from 192.168.10.100: icmp_seq=106 ttl=64 time=0.332 ms
64 bytes from 192.168.10.100: icmp_seq=107 ttl=64 time=0.251 ms
64 bytes from 192.168.10.100: icmp_seq=108 ttl=64 time=0.160 ms
64 bytes from 192.168.10.100: icmp_seq=109 ttl=64 time=0.251 ms
64 bytes from 192.168.10.100: icmp_seq=110 ttl=64 time=0.221 ms
64 bytes from 192.168.10.100: icmp_seq=111 ttl=64 time=0.241 ms
64 bytes from 192.168.10.100: icmp_seq=112 ttl=64 time=0.221 ms
64 bytes from 192.168.10.100: icmp_seq=113 ttl=64 time=0.234 ms
64 bytes from 192.168.10.100: icmp_seq=114 ttl=64 time=0.219 ms
64 bytes from 192.168.10.100: icmp_seq=115 ttl=64 time=0.205 ms
64 bytes from 192.168.10.100: icmp_seq=116 ttl=64 time=0.272 ms
64 bytes from 192.168.10.100: icmp_seq=117 ttl=64 time=0.236 ms
64 bytes from 192.168.10.100: icmp_seq=118 ttl=64 time=0.234 ms
64 bytes from 192.168.10.100: icmp_seq=119 ttl=64 time=0.238 ms
64 bytes from 192.168.10.100: icmp_seq=120 ttl=64 time=0.227 ms

--- 192.168.10.100 ping statistics ---
120 packets transmitted, 105 received, 12.5% packet loss, time 121807ms
rtt min/avg/max/mdev = 0.143/0.334/3.754/0.470 ms
