PING 192.168.10.100 (192.168.10.100) 56(84) bytes of data.
64 bytes from 192.168.10.100: icmp_seq=31 ttl=64 time=0.283 ms
64 bytes from 192.168.10.100: icmp_seq=32 ttl=64 time=0.345 ms
64 bytes from 192.168.10.100: icmp_seq=33 ttl=64 time=0.396 ms
64 bytes from 192.168.10.100: icmp_seq=34 ttl=64 time=0.289 ms
64 bytes from 192.168.10.100: icmp_seq=35 ttl=64 time=0.323 ms
64 bytes from 192.168.10.100: icmp_seq=36 ttl=64 time=0.293 ms
64 bytes from 192.168.10.100: icmp_seq=37 ttl=64 time=0.161 ms
64 bytes from 192.168.10.100: icmp_seq=38 ttl=64 time=0.158 ms
64 bytes from 192.168.10.100: icmp_seq=39 ttl=64 time=0.155 ms
64 bytes from 192.168.10.100: icmp_seq=40 ttl=64 time=0.202 ms
64 bytes from 192.168.10.100: icmp_seq=41 ttl=64 time=0.220 ms
64 bytes from 192.168.10.100: icmp_seq=42 ttl=64 time=0.203 ms
64 bytes from 192.168.10.100: icmp_seq=43 ttl=64 time=0.146 ms
64 bytes from 192.168.10.100: icmp_seq=44 ttl=64 time=0.225 ms
64 bytes from 192.168.10.100: icmp_seq=45 ttl=64 time=0.220 ms
64 bytes from 192.168.10.100: icmp_seq=46 ttl=64 time=0.169 ms
64 bytes from 192.168.10.100: icmp_seq=47 ttl=64 time=0.160 ms
64 bytes from 192.168.10.100: icmp_seq=48 ttl=64 time=0.162 ms
64 bytes from 192.168.10.100: icmp_seq=49 ttl=64 time=0.168 ms
64 bytes from 192.168.10.100: icmp_seq=50 ttl=64 time=0.148 ms
64 bytes from 192.168.10.100: icmp_seq=51 ttl=64 time=0.192 ms
64 bytes from 192.168.10.100: icmp_seq=52 ttl=64 time=0.381 ms
64 bytes from 192.168.10.100: icmp_seq=53 ttl=64 time=0.312 ms
64 bytes from 192.168.10.100: icmp_seq=54 ttl=64 time=0.285 ms
64 bytes from 192.168.10.100: icmp_seq=55 ttl=64 time=0.293 ms
64 bytes from 192.168.10.100: icmp_seq=56 ttl=64 time=0.290 ms
64 bytes from 192.168.10.100: icmp_seq=57 ttl=64 time=0.302 ms
64 bytes from 192.168.10.100: icmp_seq=58 ttl=64 time=0.277 ms
64 bytes from 192.168.10.100: icmp_seq=59 ttl=64 time=0.289 ms
64 bytes from 192.168.10.100: icmp_seq=60 ttl=64 time=0.299 ms
64 bytes from 192.168.10.100: icmp_seq=61 ttl=64 time=0.300 ms
64 bytes from 192.168.10.100: icmp_seq=62 ttl=64 time=0.289 ms
64 bytes from 192.168.10.100: icmp_seq=63 ttl=64 time=0.170 ms
64 bytes from 192.168.10.100: icmp_seq=64 ttl=64 time=0.196 ms
64 bytes from 192.168.10.100: icmp_seq=65 ttl=64 time=0.144 ms
64 bytes from 192.168.10.100: icmp_seq=66 ttl=64 time=0.150 ms
64 bytes from 192.168.10.100: icmp_seq=67 ttl=64 time=0.158 ms
64 bytes from 192.168.10.100: icmp_seq=68 ttl=64 time=0.205 ms
64 bytes from 192.168.10.100: icmp_seq=69 ttl=64 time=0.194 ms
64 bytes from 192.168.10.100: icmp_seq=70 ttl=64 time=0.201 ms
64 bytes from 192.168.10.100: icmp_seq=71 ttl=64 time=0.162 ms
64 bytes from 192.168.10.100: icmp_seq=72 ttl=64 time=0.160 ms
64 bytes from 192.168.10.100: icmp_seq=73 ttl=64 time=0.164 ms
64 bytes from 192.168.10.100: icmp_seq=74 ttl=64 time=0.159 ms
64 bytes from 192.168.10.100: icmp_seq=75 ttl=64 time=0.298 ms
64 bytes from 192.168.10.100: icmp_seq=76 ttl=64 time=0.283 ms
64 bytes from 192.168.10.100: icmp_seq=77 ttl=64 time=0.291 ms
64 bytes from 192.168.10.100: icmp_seq=78 ttl=64 time=0.302 ms
64 bytes from 192.168.10.100: icmp_seq=79 ttl=64 time=0.280 ms
64 bytes from 192.168.10.100: icmp_seq=80 ttl=64 time=0.209 ms
64 bytes from 192.168.10.100: icmp_seq=81 ttl=64 time=0.264 ms
64 bytes from 192.168.10.100: icmp_seq=82 ttl=64 time=0.235 ms
64 bytes from 192.168.10.100: icmp_seq=83 ttl=64 time=0.223 ms
64 bytes from 192.168.10.100: icmp_seq=84 ttl=64 time=0.228 ms
64 bytes from 192.168.10.100: icmp_seq=85 ttl=64 time=0.228 ms
64 bytes from 192.168.10.100: icmp_seq=86 ttl=64 time=0.218 ms
64 bytes from 192.168.10.100: icmp_seq=87 ttl=64 time=0.221 ms
64 bytes from 192.168.10.100: icmp_seq=102 ttl=64 time=4.73 ms
64 bytes from 192.168.10.100: icmp_seq=103 ttl=64 time=1.08 ms
64 bytes from 192.168.10.100: icmp_seq=104 ttl=64 time=0.360 ms
64 bytes from 192.168.10.100: icmp_seq=105 ttl=64 time=0.247 ms
64 bytes from 192.168.10.100: icmp_seq=106 ttl=64 time=0.600 ms
64 bytes from 192.168.10.100: icmp_seq=107 ttl=64 time=0.454 ms
64 bytes from 192.168.10.100: icmp_seq=108 ttl=64 time=0.293 ms
64 bytes from 192.168.10.100: icmp_seq=109 ttl=64 time=0.224 ms
64 bytes from 192.168.10.100: icmp_seq=110 ttl=64 time=0.226 ms
64 bytes from 192.168.10.100: icmp_seq=111 ttl=64 time=0.226 ms
64 bytes from 192.168.10.100: icmp_seq=112 ttl=64 time=0.238 ms
64 bytes from 192.168.10.100: icmp_seq=113 ttl=64 time=0.227 ms
64 bytes from 192.168.10.100: icmp_seq=114 ttl=64 time=0.281 ms
64 bytes from 192.168.10.100: icmp_seq=115 ttl=64 time=0.165 ms
64 bytes from 192.168.10.100: icmp_seq=116 ttl=64 time=0.168 ms
64 bytes from 192.168.10.100: icmp_seq=117 ttl=64 time=0.166 ms
64 bytes from 192.168.10.100: icmp_seq=118 ttl=64 time=0.400 ms
64 bytes from 192.168.10.100: icmp_seq=119 ttl=64 time=0.326 ms
64 bytes from 192.168.10.100: icmp_seq=120 ttl=64 time=0.308 ms

--- 192.168.10.100 ping statistics ---
120 packets transmitted, 103 received, 14.1667% packet loss, time 121748ms
rtt min/avg/max/mdev = 0.144/0.353/4.733/0.535 ms
