PING 192.168.10.100 (192.168.10.100) 56(84) bytes of data.
64 bytes from 192.168.10.100: icmp_seq=32 ttl=64 time=0.233 ms
64 bytes from 192.168.10.100: icmp_seq=33 ttl=64 time=0.210 ms
64 bytes from 192.168.10.100: icmp_seq=34 ttl=64 time=0.216 ms
64 bytes from 192.168.10.100: icmp_seq=35 ttl=64 time=0.211 ms
64 bytes from 192.168.10.100: icmp_seq=36 ttl=64 time=0.216 ms
64 bytes from 192.168.10.100: icmp_seq=37 ttl=64 time=0.206 ms
64 bytes from 192.168.10.100: icmp_seq=38 ttl=64 time=0.219 ms
64 bytes from 192.168.10.100: icmp_seq=39 ttl=64 time=0.207 ms
64 bytes from 192.168.10.100: icmp_seq=40 ttl=64 time=0.225 ms
64 bytes from 192.168.10.100: icmp_seq=41 ttl=64 time=0.228 ms
64 bytes from 192.168.10.100: icmp_seq=42 ttl=64 time=0.217 ms
64 bytes from 192.168.10.100: icmp_seq=43 ttl=64 time=0.213 ms
64 bytes from 192.168.10.100: icmp_seq=44 ttl=64 time=0.213 ms
64 bytes from 192.168.10.100: icmp_seq=45 ttl=64 time=0.180 ms
64 bytes from 192.168.10.100: icmp_seq=46 ttl=64 time=0.163 ms
64 bytes from 192.168.10.100: icmp_seq=47 ttl=64 time=0.216 ms
64 bytes from 192.168.10.100: icmp_seq=48 ttl=64 time=0.227 ms
64 bytes from 192.168.10.100: icmp_seq=49 ttl=64 time=0.249 ms
64 bytes from 192.168.10.100: icmp_seq=50 ttl=64 time=0.220 ms
64 bytes from 192.168.10.100: icmp_seq=51 ttl=64 time=0.245 ms
64 bytes from 192.168.10.100: icmp_seq=52 ttl=64 time=0.222 ms
64 bytes from 192.168.10.100: icmp_seq=53 ttl=64 time=0.256 ms
64 bytes from 192.168.10.100: icmp_seq=54 ttl=64 time=0.212 ms
64 bytes from 192.168.10.100: icmp_seq=55 ttl=64 time=0.243 ms
64 bytes from 192.168.10.100: icmp_seq=56 ttl=64 time=0.220 ms
64 bytes from 192.168.10.100: icmp_seq=57 ttl=64 time=0.215 ms
64 bytes from 192.168.10.100: icmp_seq=58 ttl=64 time=0.220 ms
64 bytes from 192.168.10.100: icmp_seq=59 ttl=64 time=0.219 ms
64 bytes from 192.168.10.100: icmp_seq=60 ttl=64 time=0.222 ms
64 bytes from 192.168.10.100: icmp_seq=61 ttl=64 time=0.230 ms
64 bytes from 192.168.10.100: icmp_seq=62 ttl=64 time=0.227 ms
64 bytes from 192.168.10.100: icmp_seq=63 ttl=64 time=0.220 ms
64 bytes from 192.168.10.100: icmp_seq=64 ttl=64 time=0.210 ms
64 bytes from 192.168.10.100: icmp_seq=65 ttl=64 time=0.233 ms
64 bytes from 192.168.10.100: icmp_seq=66 ttl=64 time=0.217 ms
64 bytes from 192.168.10.100: icmp_seq=67 ttl=64 time=0.220 ms
64 bytes from 192.168.10.100: icmp_seq=68 ttl=64 time=0.188 ms
64 bytes from 192.168.10.100: icmp_seq=69 ttl=64 time=0.164 ms
64 bytes from 192.168.10.100: icmp_seq=70 ttl=64 time=0.147 ms
64 bytes from 192.168.10.100: icmp_seq=71 ttl=64 time=0.153 ms
64 bytes from 192.168.10.100: icmp_seq=72 ttl=64 time=0.172 ms
64 bytes from 192.168.10.100: icmp_seq=73 ttl=64 time=0.221 ms
64 bytes from 192.168.10.100: icmp_seq=74 ttl=64 time=0.208 ms
64 bytes from 192.168.10.100: icmp_seq=75 ttl=64 time=0.235 ms
64 bytes from 192.168.10.100: icmp_seq=76 ttl=64 time=0.232 ms
64 bytes from 192.168.10.100: icmp_seq=90 ttl=64 time=3.60 ms
64 bytes from 192.168.10.100: icmp_seq=91 ttl=64 time=0.850 ms
64 bytes from 192.168.10.100: icmp_seq=92 ttl=64 time=0.231 ms
64 bytes from 192.168.10.100: icmp_seq=93 ttl=64 time=0.232 ms
64 bytes from 192.168.10.100: icmp_seq=94 ttl=64 time=0.214 ms
64 bytes from 192.168.10.100: icmp_seq=95 ttl=64 time=0.226 ms
64 bytes from 192.168.10.100: icmp_seq=96 ttl=64 time=0.229 ms
64 bytes from 192.168.10.100: icmp_seq=97 ttl=64 time=0.222 ms
64 bytes from 192.168.10.100: icmp_seq=98 ttl=64 time=0.210 ms
64 bytes from 192.168.10.100: icmp_seq=99 ttl=64 time=0.208 ms
64 bytes from 192.168.10.100: icmp_seq=100 ttl=64 time=0.229 ms
64 bytes from 192.168.10.100: icmp_seq=101 ttl=64 time=0.238 ms
64 bytes from 192.168.10.100: icmp_seq=102 ttl=64 time=0.218 ms
64 bytes from 192.168.10.100: icmp_seq=103 ttl=64 time=0.235 ms
64 bytes from 192.168.10.100: icmp_seq=104 ttl=64 time=0.160 ms
64 bytes from 192.168.10.100: icmp_seq=105 ttl=64 time=0.171 ms
64 bytes from 192.168.10.100: icmp_seq=106 ttl=64 time=0.158 ms
64 bytes from 192.168.10.100: icmp_seq=107 ttl=64 time=0.160 ms
64 bytes from 192.168.10.100: icmp_seq=108 ttl=64 time=0.157 ms
64 bytes from 192.168.10.100: icmp_seq=109 ttl=64 time=0.164 ms
64 bytes from 192.168.10.100: icmp_seq=110 ttl=64 time=0.216 ms
64 bytes from 192.168.10.100: icmp_seq=111 ttl=64 time=0.208 ms
64 bytes from 192.168.10.100: icmp_seq=112 ttl=64 time=0.262 ms
64 bytes from 192.168.10.100: icmp_seq=113 ttl=64 time=0.208 ms
64 bytes from 192.168.10.100: icmp_seq=114 ttl=64 time=0.240 ms
64 bytes from 192.168.10.100: icmp_seq=115 ttl=64 time=0.173 ms
64 bytes from 192.168.10.100: icmp_seq=116 ttl=64 time=0.126 ms
64 bytes from 192.168.10.100: icmp_seq=117 ttl=64 time=0.151 ms
64 bytes from 192.168.10.100: icmp_seq=118 ttl=64 time=0.152 ms
64 bytes from 192.168.10.100: icmp_seq=119 ttl=64 time=0.147 ms
64 bytes from 192.168.10.100: icmp_seq=120 ttl=64 time=0.145 ms

--- 192.168.10.100 ping statistics ---
120 packets transmitted, 107 received, 10.8333% packet loss, time 121735ms
rtt min/avg/max/mdev = 0.126/0.282/3.597/0.461 ms
